city,block_x,block_y,lst,green_space_share,built_up_share,n_cells,population,water_share,street_tree_share,building_count,mean_building_height,block_area_km2,building_density_km2,heat_percentile,population_percentile,hotspot_score,hotspot,recommended_intervention,longitude,latitude
Amsterdam,1999,1632,30.200003,0.2082832588267426,0.6710902395660483,6,12898.0,0.033704584492719396,0.9260997318617293,7363.0,7.070938476164606,4.7713067180863415,1543.1831225792848,0.8524590163934426,0.912568306010929,0.8825136612021858,True,Targeted local cooling measures,5.2649945910453155,52.39999769857272
Amsterdam,2000,1632,29.789999,0.2500892796507452,0.6959979241563333,6,25255.0,0.03720330606603097,0.9538121856106182,14703.0,7.33120655648507,4.7730513859392305,3080.4193818891345,0.7923497267759563,0.9713114754098361,0.8818306010928962,True,Targeted local cooling measures,5.295000904062496,52.39999769882765
Amsterdam,2001,1649,30.493338,0.06533538404920299,0.4920742615684121,3,9740.0,0.17930743469958543,0.9355951692527554,6290.0,7.976624939817044,2.688209564092627,2339.8473407794436,0.8900273224043715,0.8838797814207651,0.8869535519125683,True,Increase green space,5.288137475046342,52.70871601374025
Athina,2758,880,44.15,0.6798177571528725,0.31473993819462526,5,4422.0,0.0,0.330206919622252,1589.0,9.2317476340694,4.6682507567603295,340.3844572185607,0.8062015503875969,0.7790697674418605,0.7926356589147288,True,Expand street trees and shade,23.59297261580957,37.97094966624407
Athina,2761,887,45.437996,0.251473837524834,0.7104906298368996,5,10158.0,0.0,0.6894408263946646,2854.0,8.288766643307639,4.666769310403957,611.55797730078,0.9651162790697675,0.8372093023255814,0.9011627906976745,True,Cooling measures in dense built-up areas,23.687022547443096,38.08095067621509
Athina,2761,888,44.240005,0.5656256885545236,0.3400952242054221,4,3613.0,0.0,0.3601287241430223,1291.0,5.2465654205607475,3.7782017269349057,341.6969482588568,0.8255813953488372,0.7674418604651163,0.7965116279069768,True,Expand street trees and shade,23.689996681867633,38.09999466126892
Athina,2762,880,44.180004,0.0037954868229898285,0.9653998267203031,3,19728.0,0.008253477336934127,0.9990274325691919,2972.0,12.861305518169583,2.889562116664911,1028.529541849835,0.812015503875969,0.877906976744186,0.8449612403100775,True,Increase green space,23.67826529992162,37.9584596127044
Athina,2762,881,44.899994,0.026001141992690963,0.9440275652244392,5,10121.0,0.0,1.0,2340.0,12.6707905982906,4.6704216885291014,501.02542255385885,0.9186046511627907,0.8352713178294574,0.876937984496124,True,Increase green space,23.687022266708517,37.970949173311006
Athina,2762,882,44.8275,0.005072058212887348,0.9775756046970558,4,21343.0,0.0,1.0,2713.0,10.347091780316992,3.7806380287362646,717.6037429076122,0.9127906976744186,0.8895348837209303,0.9011627906976745,True,Increase green space,23.689996681846992,37.9899978660765
Athina,2762,886,44.197502,0.340128755631499,0.6244400695698754,4,16520.0,0.0,0.6731409331575838,2775.0,9.746568132660418,3.7766694806779384,734.7743863203693,0.813953488372093,0.8624031007751938,0.8381782945736433,True,Cooling measures in dense built-up areas,23.704996065973308,38.06235252222989
Athina,2762,887,44.472496,0.051655368076435317,0.9311584033488821,4,18383.0,0.0,0.984266219965242,4332.0,8.893155586334258,3.7763330980925374,1147.1445678846856,0.872093023255814,0.874031007751938,0.873062015503876,True,Increase green space,23.70999332480947,38.0799980176251
Athina,2762,888,44.452507,0.6658294373625474,0.295791241367943,4,4778.0,0.0,0.282920294965853,1580.0,6.012811906269791,3.775890414734122,418.44434728152856,0.8662790697674418,0.7906976744186046,0.8284883720930232,True,Expand street trees and shade,23.709993324899308,38.099994660969976
Athina,2763,885,43.813995,0.23364325624246335,0.7372411296196097,5,32158.0,0.007071310332910079,0.9978340781667855,3636.0,10.783099559955994,4.668048379250235,778.9122358204867,0.7577519379844961,0.9341085271317829,0.8459302325581395,True,Targeted local cooling measures,23.722969667745705,38.04094851163929
Athina,2763,886,44.688,0.06797637320499884,0.8861012668780784,5,23270.0,0.0,0.9608222863123377,4376.0,10.108683729433272,4.666343443686686,937.7792382428462,0.8895348837209303,0.9069767441860465,0.8982558139534884,True,Increase green space,23.727018069472038,38.059048906411206
Athina,2763,888,44.9925,0.08552800229643785,0.8921035688906994,4,15691.0,0.0,0.9277109014999102,4178.0,8.902692675921493,3.7759790473251225,1106.4680040954322,0.9244186046511628,0.8565891472868217,0.8905038759689923,True,Cooling measures in dense built-up areas,23.73234826163465,38.09764464020883
Athina,2763,889,45.120003,0.06796579374659638,0.871158580803399,4,6853.0,0.0,0.9271490035156973,3166.0,8.308777637397347,3.775642626564355,838.5327514116188,0.9418604651162791,0.8042635658914729,0.873062015503876,True,Increase green space,23.73999210401681,38.10999679680412
Athina,2764,888,44.482002,0.10119648109705785,0.8138820227707579,5,11451.0,0.0,0.8737507917099266,3041.0,10.124692535350214,4.665307112784462,651.8327575191499,0.875968992248062,0.8488372093023255,0.8624031007751938,True,Cooling measures in dense built-up areas,23.757016928458462,38.089047844540126
Athina,2764,889,45.2875,0.2999606205599832,0.6444931196999603,4,6779.0,0.0,0.7004097000618525,2279.0,7.891548924967091,3.7756249940888083,603.6086750056074,0.9515503875968992,0.8023255813953488,0.876937984496124,True,Cooling measures in dense built-up areas,23.75999637642293,38.1099967968459
Athina,2769,882,44.25401,0.20273666983431138,0.5669953154659371,5,4510.0,0.0,0.6065823562465606,2270.0,4.769029255319149,4.668013748417559,486.28819929451197,0.8294573643410853,0.7810077519379846,0.805232558139535,True,Cooling measures in dense built-up areas,23.847017786370223,37.96904550300047
Athina,2770,878,43.754997,0.47901046323828456,0.21126261063809082,4,3418.0,0.0,0.30200390473024075,974.0,6.11441113490364,3.7814306347373488,257.5744722255502,0.751937984496124,0.7616279069767442,0.7567829457364341,True,Expand street trees and shade,23.854995292490045,37.89235566888869
Athina,2770,879,45.308002,0.18856284106257284,0.3393985496324438,5,2903.0,0.0,0.35434299219870313,1581.0,4.846449033977349,4.6722761953375205,338.37896860157474,0.9573643410852714,0.75,0.8536821705426356,True,Expand street trees and shade,23.857019778688393,37.90904357012423
Athina,2770,881,44.15167,0.13278543829741776,0.5506128552778456,6,8121.0,0.0,0.5806185144409195,2821.0,6.502574786324786,5.560417601400997,507.33599564342506,0.8081395348837209,0.8197674418604651,0.813953488372093,True,Cooling measures in dense built-up areas,23.86499246497979,37.94999712636418
Athina,2770,884,43.752003,0.17168252564621173,0.6623166122563262,5,12032.0,0.0,0.6663125184023605,2227.0,7.324062921348315,4.666979086110643,477.1823397768711,0.75,0.8507751937984496,0.8003875968992248,True,Cooling measures in dense built-up areas,23.87701664427061,37.9990475282078
Athina,2771,878,44.170002,0.3385762634122768,0.45034578105615736,5,4622.0,0.0,0.4909378101229624,1773.0,7.0175113636363635,4.670614942301529,379.6074011458377,0.810077519379845,0.7848837209302325,0.7974806201550387,True,Expand street trees and shade,23.877016366992358,37.88904636253876
Athina,2771,879,44.2275,0.15563446882144574,0.4471116252547229,4,7465.0,0.0,0.4617678777002318,1885.0,6.818590425531915,3.779929767089378,498.6865143400503,0.8197674418604651,0.812015503875969,0.8158914728682171,True,Expand street trees and shade,23.879991493378526,37.909996035556354
Athina,2772,882,44.241997,0.03472642371025489,0.4699673101988723,5,8017.0,0.0,0.4805914423954746,2404.0,7.593800084352594,4.669284577102689,514.8540339110563,0.8275193798449613,0.8178294573643411,0.8226744186046512,True,Increase green space,23.912969481373633,37.96095304820107
Athina,2774,878,44.264,0.12948990736589167,0.41355714707470204,5,8460.0,0.0,0.4036255919114141,2317.0,7.125044091710759,4.673028945356678,495.8240205856783,0.8313953488372093,0.8217054263565892,0.8265503875968992,True,Expand street trees and shade,23.94297127367479,37.880950155045944
Barcelona,1810,1025,40.67251,0.0928501399935916,0.4363787717130735,4,10436.0,0.0309762617876774,0.4489560518836198,395.0,6.950329949238578,3.7047194102427636,106.62076024108836,0.9504950495049505,0.8628005657708628,0.9066478076379066,True,Expand street trees and shade,1.66999330473171,41.20999524136326
